transaction_id,customer_id,product_id,transaction_date,product_name,category,quantity,unit_price,total_amount,cost_price,profit,customer_segment,acquisition_channel,region,age_group,payment_method,sales_rep,registration_date,month_year,quarter,day_of_week,customer_lifetime_days
3167,1765,48,1/14/23,Sketch Pad,Automotive,3,37.05,111.15,36.72,0.99,Budget Conscious,Referral,East,18-25,Cash,Bob Smith,4/8/23,2023-01,2023Q1,Saturday,-84
5391,375,24,1/14/23,LED Strip Lights,Electronics,3,4.67,14.01,4.25,1.26,Budget Conscious,Social Media,East,26-35,PayPal,Bob Smith,9/17/23,2023-01,2023Q1,Saturday,-246
3864,299,29,1/14/23,Tool Kit,Beauty,3,11.44,34.32,9.58,5.58,Occasional,Search Engine,East,26-35,Cash,Alice Johnson,10/3/23,2023-01,2023Q1,Saturday,-262
368,2122,35,1/14/23,Recipe Book,Home & Garden,8,40.26,322.08,19.39,166.96,Premium,Email,West,56+,PayPal,Carol Davis,10/26/23,2023-01,2023Q1,Saturday,-285
9444,1704,49,1/14/23,Screwdriver Set,Home & Garden,2,24.85,49.7,19.05,11.6,Premium,Search Engine,West,56+,Credit Card,Bob Smith,2/9/23,2023-01,2023Q1,Saturday,-26
9869,1915,4,1/14/23,Coffee Maker,Beauty,3,68.33,204.99,57.75,31.74,Premium,Email,East,18-25,Cash,Bob Smith,4/1/23,2023-01,2023Q1,Saturday,-77
11820,2340,30,1/14/23,Meditation Cushion,Books,2,13.65,27.3,10.65,6,Occasional,Email,West,36-45,Debit Card,Carol Davis,12/4/23,2023-01,2023Q1,Saturday,-324
14732,627,48,1/14/23,Sketch Pad,Automotive,5,43.37,216.85,36.72,33.25,Frequent,Direct,Central,26-35,Credit Card,Carol Davis,10/26/23,2023-01,2023Q1,Saturday,-285
1462,2456,26,1/14/23,Cookware Set,Clothing,1,20.46,20.46,16.46,4,Frequent,Search Engine,North,56+,Credit Card,Alice Johnson,6/2/23,2023-01,2023Q1,Saturday,-139
11662,893,12,1/14/23,Sunglasses,Beauty,1,13.25,13.25,7.14,6.11,Occasional,Search Engine,West,56+,Cash,Bob Smith,12/1/23,2023-01,2023Q1,Saturday,-321
6259,1451,26,1/14/23,Cookware Set,Clothing,8,20.54,164.32,16.46,32.64,Occasional,Direct,South,36-45,Cash,Bob Smith,10/6/23,2023-01,2023Q1,Saturday,-265
9120,898,18,1/14/23,Plant Pot,Electronics,2,24.62,49.24,13.22,22.8,Frequent,Social Media,South,36-45,Debit Card,Bob Smith,5/20/23,2023-01,2023Q1,Saturday,-126
5754,903,12,1/14/23,Sunglasses,Beauty,2,11.63,23.26,7.14,8.98,Occasional,Referral,West,18-25,Debit Card,Carol Davis,6/29/23,2023-01,2023Q1,Saturday,-166
572,1678,20,1/14/23,Resistance Bands,Clothing,1,6.13,6.13,3.95,2.18,Occasional,Email,South,56+,Credit Card,Emma Brown,6/17/23,2023-01,2023Q1,Saturday,-154
5893,1268,2,1/14/23,Smart Watch,Electronics,1,19.26,19.26,14.07,5.19,Premium,Referral,North,26-35,Credit Card,Emma Brown,10/12/23,2023-01,2023Q1,Saturday,-271
11537,2297,12,1/14/23,Sunglasses,Beauty,3,10.7,32.1,7.14,10.68,Budget Conscious,Search Engine,Central,18-25,Debit Card,,10/3/23,2023-01,2023Q1,Saturday,-262
3123,1074,30,1/14/23,Meditation Cushion,Books,3,15.85,47.55,10.65,15.6,Premium,Social Media,East,36-45,Debit Card,Carol Davis,6/21/23,2023-01,2023Q1,Saturday,-158
1588,1700,3,1/14/23,Laptop Stand,Electronics,1,35.64,35.64,17.4,18.24,Premium,Email,Central,56+,Cash,Bob Smith,3/5/23,2023-01,2023Q1,Saturday,-50
3643,656,37,1/14/23,Gaming Keyboard,Automotive,3,19.44,58.32,14.33,15.33,Budget Conscious,Referral,Central,56+,Credit Card,Carol Davis,11/22/23,2023-01,2023Q1,Saturday,-312
5891,1343,17,1/14/23,Gaming Mouse,Electronics,2,7.67,15.34,5.45,4.44,Budget Conscious,Referral,North,56+,Debit Card,Emma Brown,10/27/23,2023-01,2023Q1,Saturday,-286
8672,283,47,1/14/23,Trail Running Shoes,Clothing,3,12.59,37.77,11.52,3.21,Occasional,Direct,South,36-45,Cash,Alice Johnson,3/11/23,2023-01,2023Q1,Saturday,-56
538,1099,18,1/14/23,Plant Pot,Electronics,3,20.6,61.8,13.22,22.14,Budget Conscious,Direct,East,36-45,PayPal,Carol Davis,5/7/23,2023-01,2023Q1,Saturday,-113
8732,54,26,1/14/23,Cookware Set,Clothing,1,21.37,21.37,16.46,4.91,Occasional,Search Engine,South,18-25,Debit Card,Emma Brown,1/21/23,2023-01,2023Q1,Saturday,-7
7144,180,30,1/14/23,Meditation Cushion,Books,2,16.61,33.22,10.65,11.92,Premium,Referral,West,26-35,Credit Card,Emma Brown,8/26/23,2023-01,2023Q1,Saturday,-224
1643,1207,11,1/14/23,Backpack,Beauty,3,11.77,35.31,10.69,3.24,Frequent,Social Media,North,46-55,PayPal,,9/23/23,2023-01,2023Q1,Saturday,-252
14588,604,12,1/14/23,Sunglasses,Beauty,1,14.1,14.1,7.14,6.96,Premium,Social Media,South,56+,PayPal,David Wilson,5/1/23,2023-01,2023Q1,Saturday,-107
8407,1980,1,1/14/23,Wireless Headphones,Beauty,1,29.47,29.47,16.14,13.33,Frequent,Social Media,Central,56+,Credit Card,Emma Brown,2/6/23,2023-01,2023Q1,Saturday,-23
10266,1390,22,1/14/23,Car Phone Mount,Books,1,12.45,12.45,12.11,0.34,Budget Conscious,Referral,North,18-25,Credit Card,David Wilson,10/9/23,2023-01,2023Q1,Saturday,-268
5378,2313,34,1/14/23,Bike Helmet,Books,3,8.21,24.63,4.55,10.98,Occasional,Email,Central,56+,Cash,David Wilson,11/3/23,2023-01,2023Q1,Saturday,-293
10194,1184,6,1/14/23,Yoga Mat,Clothing,2,12.97,25.94,9.35,7.24,Budget Conscious,Referral,Central,26-35,Cash,Alice Johnson,5/5/23,2023-01,2023Q1,Saturday,-111
12926,739,15,1/14/23,Notebook Set,Books,2,5.24,10.48,4.07,2.34,Premium,Email,North,26-35,Cash,Alice Johnson,12/7/23,2023-01,2023Q1,Saturday,-327
4159,3,43,1/14/23,Weighted Blanket,Sports,1,15.61,15.61,10.48,5.13,Budget Conscious,Social Media,Central,18-25,Debit Card,Emma Brown,3/28/23,2023-01,2023Q1,Saturday,-73
4105,2407,40,1/14/23,Dumbbells,Automotive,3,24.67,74.01,13.64,33.09,Premium,Search Engine,West,56+,Cash,Carol Davis,5/6/23,2023-01,2023Q1,Saturday,-112
1787,521,15,1/14/23,Notebook Set,Books,2,4.21,8.42,4.07,0.28,Occasional,Direct,North,36-45,Cash,Emma Brown,12/5/23,2023-01,2023Q1,Saturday,-325
6723,152,7,1/14/23,Bluetooth Speaker,Clothing,3,63.96,191.88,34.86,87.3,Frequent,Social Media,Central,18-25,Debit Card,Bob Smith,11/5/23,2023-01,2023Q1,Saturday,-295
8644,1090,4,1/14/23,Coffee Maker,Beauty,1,66.55,66.55,57.75,8.8,Occasional,Social Media,North,26-35,PayPal,Carol Davis,2/19/23,2023-01,2023Q1,Saturday,-36
4928,614,17,1/14/23,Gaming Mouse,Electronics,2,7.81,15.62,5.45,4.72,Budget Conscious,Social Media,Central,36-45,Debit Card,Emma Brown,6/3/23,2023-01,2023Q1,Saturday,-140
1530,7,14,1/15/23,Portable Charger,Electronics,1,3.13,3.13,2.31,0.82,Budget Conscious,Email,West,56+,Credit Card,Emma Brown,8/28/23,2023-01,2023Q1,Sunday,-225
13608,1299,27,1/15/23,Hiking Boots,Beauty,2,7.48,14.96,6.14,2.68,Frequent,Direct,South,56+,Debit Card,Bob Smith,12/2/23,2023-01,2023Q1,Sunday,-321
7410,1313,31,1/15/23,Wireless Earbuds,Sports,2,13.24,26.48,8.44,9.6,Premium,Direct,North,46-55,PayPal,David Wilson,12/31/23,2023-01,2023Q1,Sunday,-350
2440,710,50,1/15/23,Floor Cushion,Electronics,2,4.93,9.86,3.96,1.94,Frequent,Social Media,East,26-35,Cash,Alice Johnson,9/8/23,2023-01,2023Q1,Sunday,-236
13078,321,27,1/15/23,Hiking Boots,Beauty,2,6.79,13.58,6.14,1.3,Occasional,Email,South,26-35,Cash,David Wilson,10/19/23,2023-01,2023Q1,Sunday,-277
4079,1025,33,1/15/23,Air Purifier,Sports,2,15.88,31.76,9.89,11.98,Budget Conscious,Direct,South,26-35,PayPal,Bob Smith,2/3/23,2023-01,2023Q1,Sunday,-19
10629,1040,47,1/15/23,Trail Running Shoes,Clothing,3,11.75,35.25,11.52,0.69,Frequent,Social Media,Central,18-25,PayPal,Carol Davis,9/30/23,2023-01,2023Q1,Sunday,-258
120,2253,44,1/15/23,Smart Bulb,Home & Garden,1,15.09,15.09,8.16,6.93,Occasional,Search Engine,West,26-35,Cash,David Wilson,7/13/23,2023-01,2023Q1,Sunday,-179
6278,2189,31,1/15/23,Wireless Earbuds,Sports,1,8.72,8.72,8.44,0.28,Budget Conscious,Social Media,Central,36-45,PayPal,Alice Johnson,2/11/23,2023-01,2023Q1,Sunday,-27
8438,926,18,1/15/23,Plant Pot,Electronics,3,20.04,60.12,13.22,20.46,Budget Conscious,Search Engine,Central,18-25,Credit Card,David Wilson,6/12/23,2023-01,2023Q1,Sunday,-148
12603,876,20,1/15/23,Resistance Bands,Clothing,2,5.68,11.36,3.95,3.46,Frequent,Social Media,East,56+,PayPal,David Wilson,11/22/23,2023-01,2023Q1,Sunday,-311
1385,1624,32,1/15/23,Standing Desk,Clothing,3,89.67,269.01,57.04,97.89,Frequent,Referral,South,46-55,Cash,Carol Davis,8/23/23,2023-01,2023Q1,Sunday,-220
2674,2470,30,1/15/23,Meditation Cushion,Books,6,11.87,71.22,10.65,7.32,Budget Conscious,Email,East,26-35,Cash,Alice Johnson,10/2/23,2023-01,2023Q1,Sunday,-260
842,61,50,1/15/23,Floor Cushion,Electronics,2,4.56,9.12,3.96,1.2,Premium,Search Engine,Central,36-45,PayPal,David Wilson,9/10/23,2023-01,2023Q1,Sunday,-238
3373,879,8,1/15/23,Phone Case,Clothing,1,31.98,31.98,29.22,2.76,Budget Conscious,Search Engine,Central,56+,PayPal,Carol Davis,3/14/23,2023-01,2023Q1,Sunday,-58
1999,934,49,1/15/23,Screwdriver Set,Home & Garden,2,22.42,44.84,19.05,6.74,Occasional,Email,West,46-55,Cash,Alice Johnson,5/6/23,2023-01,2023Q1,Sunday,-111
13886,1378,4,1/15/23,Coffee Maker,Beauty,7,60.21,421.47,57.75,17.22,Frequent,Email,Central,36-45,Credit Card,Carol Davis,4/14/23,2023-01,2023Q1,Sunday,-89
10071,1909,43,1/15/23,Weighted Blanket,Sports,2,19.54,39.08,10.48,18.12,Premium,Search Engine,North,46-55,Credit Card,David Wilson,8/28/23,2023-01,2023Q1,Sunday,-225
12473,1152,18,1/15/23,Plant Pot,Electronics,3,19.83,59.49,13.22,19.83,Budget Conscious,Referral,Central,18-25,Credit Card,,8/8/23,2023-01,2023Q1,Sunday,-205
11404,1800,30,1/15/23,Meditation Cushion,Books,2,14.15,28.3,10.65,7,Frequent,Email,Central,46-55,Cash,David Wilson,2/22/23,2023-01,2023Q1,Sunday,-38
1236,2020,43,1/15/23,Weighted Blanket,Sports,3,17.65,52.95,10.48,21.51,Occasional,Email,West,26-35,PayPal,,5/11/23,2023-01,2023Q1,Sunday,-116
8391,2095,20,1/15/23,Resistance Bands,Clothing,3,6.37,19.11,3.95,7.26,Premium,Email,South,18-25,Cash,David Wilson,7/29/23,2023-01,2023Q1,Sunday,-195
4089,1858,16,1/15/23,Skincare Kit,Sports,7,12.25,85.75,9.19,21.42,Premium,Search Engine,Central,36-45,Cash,Emma Brown,11/3/23,2023-01,2023Q1,Sunday,-292
612,1286,4,1/15/23,Coffee Maker,Beauty,2,46.87,93.74,57.75,-21.76,Budget Conscious,Direct,Central,56+,Cash,Alice Johnson,6/23/23,2023-01,2023Q1,Sunday,-159
9203,1264,6,1/15/23,Yoga Mat,Clothing,3,12.47,37.41,9.35,9.36,Budget Conscious,Direct,South,46-55,Cash,Bob Smith,1/6/23,2023-01,2023Q1,Sunday,9
4297,453,10,1/15/23,Water Bottle,Electronics,2,32.07,64.14,23.43,17.28,Premium,Search Engine,South,36-45,Credit Card,Emma Brown,2/22/23,2023-01,2023Q1,Sunday,-38
6909,1988,35,1/15/23,Recipe Book,Home & Garden,2,33.96,67.92,19.39,29.14,Budget Conscious,Email,South,26-35,PayPal,Carol Davis,8/12/23,2023-01,2023Q1,Sunday,-209
2374,2485,21,1/15/23,Essential Oils,Clothing,1,58.13,58.13,49.04,9.09,Frequent,Direct,East,18-25,PayPal,Alice Johnson,12/22/23,2023-01,2023Q1,Sunday,-341
2940,1330,21,1/15/23,Essential Oils,Clothing,2,66.73,133.46,49.04,35.38,Premium,Social Media,South,18-25,Cash,David Wilson,11/12/23,2023-01,2023Q1,Sunday,-301
10379,1675,35,1/15/23,Recipe Book,Home & Garden,3,39.39,118.17,19.39,60,Premium,Search Engine,North,56+,Debit Card,Bob Smith,2/28/23,2023-01,2023Q1,Sunday,-44
7853,1331,33,1/15/23,Air Purifier,Sports,2,19.87,39.74,9.89,19.96,Frequent,Email,West,56+,Debit Card,David Wilson,10/28/23,2023-01,2023Q1,Sunday,-286
14431,20,45,1/15/23,Protein Bar,Home & Garden,3,6.25,18.75,3.66,7.77,Premium,Search Engine,South,46-55,PayPal,Alice Johnson,9/13/23,2023-01,2023Q1,Sunday,-241
14649,659,23,1/15/23,Throw Pillow,Books,2,20.69,41.38,17.25,6.88,Frequent,Direct,North,26-35,Debit Card,Alice Johnson,12/19/23,2023-01,2023Q1,Sunday,-338
1702,47,1,1/15/23,Wireless Headphones,Beauty,3,28.66,85.98,16.14,37.56,Premium,Direct,Central,56+,Debit Card,David Wilson,5/14/23,2023-01,2023Q1,Sunday,-119
13981,1216,40,1/15/23,Dumbbells,Automotive,4,21.03,84.12,13.64,29.56,Frequent,Referral,West,46-55,PayPal,Carol Davis,1/28/23,2023-01,2023Q1,Sunday,-13
3506,2226,36,1/15/23,Face Mask Set,Automotive,3,6.69,20.07,5.46,3.69,Frequent,Referral,East,18-25,Credit Card,Emma Brown,2/24/23,2023-01,2023Q1,Sunday,-40
11475,2290,50,1/15/23,Floor Cushion,Electronics,3,4.66,13.98,3.96,2.1,Premium,Social Media,West,46-55,Credit Card,Alice Johnson,12/6/23,2023-01,2023Q1,Sunday,-325
966,1105,37,1/15/23,Gaming Keyboard,Automotive,4,23,92,14.33,34.68,Occasional,Social Media,North,46-55,Credit Card,Carol Davis,6/20/23,2023-01,2023Q1,Sunday,-156
4034,930,41,1/15/23,Aromatherapy Diffuser,Clothing,1,37.17,37.17,23.17,14,Occasional,Referral,West,36-45,Cash,Alice Johnson,5/14/23,2023-01,2023Q1,Sunday,-119
7086,1325,45,1/15/23,Protein Bar,Home & Garden,3,6.15,18.45,3.66,7.47,Occasional,Search Engine,South,36-45,Debit Card,,11/3/23,2023-01,2023Q1,Sunday,-292
11255,1306,42,1/15/23,Car Organizer,Beauty,3,23.09,69.27,17.63,16.38,Premium,Direct,South,36-45,Debit Card,Alice Johnson,7/9/23,2023-01,2023Q1,Sunday,-175
7345,24,9,1/15/23,Desk Lamp,Beauty,3,12.96,38.88,10.31,7.95,Frequent,Referral,East,56+,Cash,David Wilson,5/25/23,2023-01,2023Q1,Sunday,-130
8919,1852,5,1/15/23,Running Shoes,Home & Garden,1,15.03,15.03,12.85,2.18,Frequent,Email,South,56+,PayPal,Alice Johnson,3/19/23,2023-01,2023Q1,Sunday,-63
2571,2002,18,1/15/23,Plant Pot,Electronics,2,24.22,48.44,13.22,22,Occasional,Search Engine,South,26-35,Credit Card,Alice Johnson,5/7/23,2023-01,2023Q1,Sunday,-112
10189,2247,47,1/15/23,Trail Running Shoes,Clothing,8,14.11,112.88,11.52,20.72,Premium,Email,South,46-55,Cash,,4/25/23,2023-01,2023Q1,Sunday,-100
2850,1210,27,1/15/23,Hiking Boots,Beauty,1,6.73,6.73,6.14,0.59,Occasional,Email,East,26-35,Cash,Alice Johnson,12/14/23,2023-01,2023Q1,Sunday,-333
12083,1820,22,1/15/23,Car Phone Mount,Books,1,15.84,15.84,12.11,3.73,Frequent,Social Media,Central,18-25,Credit Card,Bob Smith,12/8/23,2023-01,2023Q1,Sunday,-327
2333,1535,28,1/15/23,Art Supplies,Beauty,3,23.52,70.56,18.83,14.07,Frequent,Direct,South,56+,Cash,Carol Davis,2/17/23,2023-01,2023Q1,Sunday,-33
10211,2146,18,1/15/23,Plant Pot,Electronics,-1,19.34,-19.34,13.22,-6.12,Budget Conscious,Referral,North,36-45,Cash,Carol Davis,7/13/23,2023-01,2023Q1,Sunday,-179
745,1455,2,1/15/23,Smart Watch,Electronics,3,16.76,50.28,14.07,8.07,Frequent,Search Engine,Central,46-55,Debit Card,Bob Smith,5/25/23,2023-01,2023Q1,Sunday,-130
746,265,4,1/15/23,Coffee Maker,Beauty,1,71.03,71.03,57.75,13.28,Premium,Referral,East,36-45,Cash,Carol Davis,8/24/23,2023-01,2023Q1,Sunday,-221
12465,894,5,1/15/23,Running Shoes,Home & Garden,-2,15.84,-31.68,12.85,-5.98,Premium,Email,West,56+,Credit Card,Bob Smith,3/27/23,2023-01,2023Q1,Sunday,-71
12971,1880,28,1/15/23,Art Supplies,Beauty,3,24.37,73.11,18.83,16.62,Frequent,Search Engine,South,18-25,Credit Card,David Wilson,12/18/23,2023-01,2023Q1,Sunday,-337
1452,1824,30,1/15/23,Meditation Cushion,Books,2,15.65,31.3,10.65,10,Frequent,Search Engine,South,56+,Cash,David Wilson,1/10/23,2023-01,2023Q1,Sunday,5
9527,644,32,1/15/23,Standing Desk,Clothing,3,87.1,261.3,57.04,90.18,Occasional,Search Engine,East,36-45,Cash,Emma Brown,2/9/23,2023-01,2023Q1,Sunday,-25
12126,190,39,1/15/23,Blender,Automotive,3,6.73,20.19,5.7,3.09,Frequent,Social Media,Central,46-55,Debit Card,Emma Brown,11/28/23,2023-01,2023Q1,Sunday,-317
13548,1492,4,1/15/23,Coffee Maker,Beauty,3,46.76,140.28,57.75,-32.97,Budget Conscious,Social Media,North,56+,Cash,David Wilson,3/7/23,2023-01,2023Q1,Sunday,-51
10157,1954,50,1/15/23,Floor Cushion,Electronics,3,4.56,13.68,3.96,1.8,Premium,Referral,Central,36-45,Debit Card,David Wilson,5/26/23,2023-01,2023Q1,Sunday,-131
3768,427,46,1/15/23,Non-stick Pan,Clothing,1,10.72,10.72,6.18,4.54,Premium,Direct,Central,36-45,Cash,Alice Johnson,11/13/23,2023-01,2023Q1,Sunday,-302
130,659,21,1/15/23,Essential Oils,Clothing,3,57.93,173.79,49.04,26.67,Frequent,Direct,North,26-35,Cash,Alice Johnson,12/19/23,2023-01,2023Q1,Sunday,-338
3605,951,16,1/15/23,Skincare Kit,Sports,2,11.13,22.26,9.19,3.88,Frequent,Search Engine,North,36-45,Debit Card,Alice Johnson,12/11/23,2023-01,2023Q1,Sunday,-330
7496,2000,46,1/15/23,Non-stick Pan,Clothing,2,10.3,20.6,6.18,8.24,Frequent,Search Engine,Central,56+,Debit Card,Carol Davis,7/17/23,2023-01,2023Q1,Sunday,-183
6045,1192,23,1/15/23,Throw Pillow,Books,2,19.72,39.44,17.25,4.94,Premium,Referral,East,46-55,Credit Card,Carol Davis,9/20/23,2023-01,2023Q1,Sunday,-248
7125,1606,4,1/16/23,Coffee Maker,Beauty,3,52.61,157.83,57.75,-15.42,Budget Conscious,Social Media,Central,46-55,Credit Card,Carol Davis,10/22/23,2023-01,2023Q1,Monday,-279
3691,431,2,1/16/23,Smart Watch,Electronics,3,18.93,56.79,14.07,14.58,Premium,Search Engine,East,56+,Debit Card,Alice Johnson,4/25/23,2023-01,2023Q1,Monday,-99
3782,2471,11,1/16/23,Backpack,Beauty,8,9.63,77.04,10.69,-8.48,Budget Conscious,Search Engine,West,56+,PayPal,Emma Brown,9/29/23,2023-01,2023Q1,Monday,-256
13857,590,20,1/16/23,Resistance Bands,Clothing,3,6.19,18.57,3.95,6.72,Premium,Referral,East,26-35,Cash,Bob Smith,5/13/23,2023-01,2023Q1,Monday,-117
1472,1088,3,1/16/23,Laptop Stand,Electronics,-1,36.01,-36.01,17.4,-18.61,Premium,Email,East,56+,Credit Card,Bob Smith,11/17/23,2023-01,2023Q1,Monday,-305
10891,1508,46,1/16/23,Non-stick Pan,Clothing,2,9.47,18.94,6.18,6.58,Frequent,Direct,East,36-45,PayPal,Alice Johnson,10/28/23,2023-01,2023Q1,Monday,-285
3800,1343,40,1/16/23,Dumbbells,Automotive,3,20.47,61.41,13.64,20.49,Budget Conscious,Referral,North,56+,Cash,,10/27/23,2023-01,2023Q1,Monday,-284
1341,1786,16,1/16/23,Skincare Kit,Sports,3,12.2,36.6,9.19,9.03,Frequent,Search Engine,East,36-45,Cash,Bob Smith,4/23/23,2023-01,2023Q1,Monday,-97
12453,1678,23,1/16/23,Throw Pillow,Books,5,18.44,92.2,17.25,5.95,Occasional,Email,South,56+,Cash,Carol Davis,6/17/23,2023-01,2023Q1,Monday,-152
6035,1283,15,1/16/23,Notebook Set,Books,1,4.16,4.16,4.07,0.09,Budget Conscious,Search Engine,East,36-45,PayPal,Emma Brown,4/23/23,2023-01,2023Q1,Monday,-97
7882,2337,22,1/16/23,Car Phone Mount,Books,2,12.2,24.4,12.11,0.18,Budget Conscious,Search Engine,North,36-45,PayPal,Bob Smith,9/7/23,2023-01,2023Q1,Monday,-234
5951,1495,40,1/16/23,Dumbbells,Automotive,3,23.37,70.11,13.64,29.19,Frequent,Direct,South,26-35,Cash,David Wilson,9/13/23,2023-01,2023Q1,Monday,-240
8993,37,40,1/16/23,Dumbbells,Automotive,3,22.2,66.6,13.64,25.68,Occasional,Social Media,West,56+,Cash,Alice Johnson,11/22/23,2023-01,2023Q1,Monday,-310
8746,2008,33,1/16/23,Air Purifier,Sports,2,18.35,36.7,9.89,16.92,Frequent,Social Media,Central,56+,PayPal,Bob Smith,12/28/23,2023-01,2023Q1,Monday,-346
4699,2228,8,1/16/23,Phone Case,Clothing,4,35.89,143.56,29.22,26.68,Frequent,Email,South,56+,PayPal,Emma Brown,1/15/23,2023-01,2023Q1,Monday,1
4705,1972,38,1/16/23,Succulent Plant,Electronics,1,4.17,4.17,2.83,1.34,Premium,Referral,North,26-35,Cash,Carol Davis,8/1/23,2023-01,2023Q1,Monday,-197
14801,1147,29,1/16/23,Tool Kit,Beauty,2,11.78,23.56,9.58,4.4,Premium,Direct,West,26-35,PayPal,Emma Brown,11/16/23,2023-01,2023Q1,Monday,-304
8650,956,29,1/16/23,Tool Kit,Beauty,3,10.73,32.19,9.58,3.45,Budget Conscious,Referral,Central,18-25,Cash,,12/27/23,2023-01,2023Q1,Monday,-345
2148,911,6,1/16/23,Yoga Mat,Clothing,3,11.4,34.2,9.35,6.15,Budget Conscious,Referral,North,56+,Debit Card,Emma Brown,10/1/23,2023-01,2023Q1,Monday,-258
7390,936,47,1/16/23,Trail Running Shoes,Clothing,3,9.69,29.07,11.52,-5.49,Budget Conscious,Social Media,North,46-55,Credit Card,Carol Davis,6/14/23,2023-01,2023Q1,Monday,-149
236,608,14,1/16/23,Portable Charger,Electronics,-1,3.72,-3.72,2.31,-1.41,Occasional,Social Media,West,36-45,Credit Card,Bob Smith,11/18/23,2023-01,2023Q1,Monday,-306
9960,527,43,1/16/23,Weighted Blanket,Sports,1,18.11,18.11,10.48,7.63,Frequent,Search Engine,North,26-35,Cash,Alice Johnson,1/1/24,2023-01,2023Q1,Monday,-350
9607,586,18,1/16/23,Plant Pot,Electronics,2,22.89,45.78,13.22,19.34,Occasional,Social Media,South,18-25,Cash,Carol Davis,9/16/23,2023-01,2023Q1,Monday,-243
2160,408,25,1/16/23,Protein Powder,Books,2,11.5,23,6.92,9.16,Frequent,Email,North,26-35,PayPal,David Wilson,9/10/23,2023-01,2023Q1,Monday,-237
6943,335,38,1/16/23,Succulent Plant,Electronics,3,3.95,11.85,2.83,3.36,Premium,Search Engine,South,56+,Cash,,5/29/23,2023-01,2023Q1,Monday,-133
4392,252,19,1/16/23,Kitchen Scale,Electronics,4,10.36,41.44,5.85,18.04,Premium,Search Engine,Central,46-55,Debit Card,,5/13/23,2023-01,2023Q1,Monday,-117
5005,1293,44,1/16/23,Smart Bulb,Home & Garden,3,16.55,49.65,8.16,25.17,Premium,Search Engine,West,26-35,PayPal,Bob Smith,5/15/23,2023-01,2023Q1,Monday,-119
8334,213,6,1/16/23,Yoga Mat,Clothing,1,13.01,13.01,9.35,3.66,Budget Conscious,Email,West,46-55,Credit Card,Carol Davis,2/25/23,2023-01,2023Q1,Monday,-40
11933,2371,27,1/16/23,Hiking Boots,Beauty,2,7.19,14.38,6.14,2.1,Frequent,Email,East,36-45,Debit Card,Emma Brown,10/23/23,2023-01,2023Q1,Monday,-280
6301,1737,24,1/16/23,LED Strip Lights,Electronics,1,6.27,6.27,4.25,2.02,Frequent,Direct,Central,56+,Cash,David Wilson,4/14/23,2023-01,2023Q1,Monday,-88
2483,1086,32,1/16/23,Standing Desk,Clothing,2,75.25,150.5,57.04,36.42,Occasional,Email,East,56+,PayPal,Bob Smith,6/9/23,2023-01,2023Q1,Monday,-144
13754,86,36,1/16/23,Face Mask Set,Automotive,-2,7.34,-14.68,5.46,-3.76,Premium,Email,South,36-45,Credit Card,Emma Brown,12/13/23,2023-01,2023Q1,Monday,-331
6240,504,15,1/16/23,Notebook Set,Books,3,4.23,12.69,4.07,0.48,Occasional,Direct,East,18-25,Credit Card,David Wilson,12/16/23,2023-01,2023Q1,Monday,-334
5769,319,13,1/16/23,Fitness Tracker,Books,1,21.08,21.08,15.11,5.97,Occasional,Social Media,West,18-25,PayPal,Alice Johnson,4/14/23,2023-01,2023Q1,Monday,-88
4630,2021,45,1/16/23,Protein Bar,Home & Garden,2,5.41,10.82,3.66,3.5,Frequent,Referral,Central,26-35,Credit Card,Carol Davis,5/7/23,2023-01,2023Q1,Monday,-111
8699,1972,12,1/16/23,Sunglasses,Beauty,1,13.95,13.95,7.14,6.81,Premium,Referral,North,26-35,PayPal,David Wilson,8/1/23,2023-01,2023Q1,Monday,-197
10412,1153,14,1/16/23,Portable Charger,Electronics,2,4.16,8.32,2.31,3.7,Frequent,Email,West,26-35,Cash,Carol Davis,11/14/23,2023-01,2023Q1,Monday,-302
6053,2409,24,1/16/23,LED Strip Lights,Electronics,1,5.43,5.43,4.25,1.18,Frequent,Email,South,26-35,Credit Card,David Wilson,3/2/23,2023-01,2023Q1,Monday,-45
12550,1023,18,1/16/23,Plant Pot,Electronics,1,21.99,21.99,13.22,8.77,Frequent,Referral,South,36-45,Debit Card,Emma Brown,10/17/23,2023-01,2023Q1,Monday,-274
10923,1251,37,1/16/23,Gaming Keyboard,Automotive,7,21.7,151.9,14.33,51.59,Occasional,Direct,North,26-35,Cash,Alice Johnson,4/28/23,2023-01,2023Q1,Monday,-102
13535,1212,21,1/16/23,Essential Oils,Clothing,3,60.73,182.19,49.04,35.07,Occasional,Direct,North,26-35,PayPal,Alice Johnson,1/30/23,2023-01,2023Q1,Monday,-14
13741,1768,46,1/16/23,Non-stick Pan,Clothing,3,11.23,33.69,6.18,15.15,Occasional,Social Media,West,56+,PayPal,Emma Brown,10/5/23,2023-01,2023Q1,Monday,-262
11570,1052,41,1/16/23,Aromatherapy Diffuser,Clothing,3,36.35,109.05,23.17,39.54,Occasional,Direct,Central,46-55,Debit Card,Alice Johnson,6/15/23,2023-01,2023Q1,Monday,-150
7482,561,1,1/16/23,Wireless Headphones,Beauty,1,22.73,22.73,16.14,6.59,Budget Conscious,Social Media,Central,26-35,PayPal,David Wilson,1/19/23,2023-01,2023Q1,Monday,-3
